message,label
"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The ""sleep on a couch"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?",nonspam
Okey dokey swashbuckling stuff what oh.,nonspam
"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",nonspam
1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,nonspam
Dip's cell dead. So i m coming with him. U better respond else we shall come back.,nonspam
Well. You know what i mean. Texting,nonspam
Hi dis is yijue i would be happy to work wif ü all for gek1510...,nonspam
Lol! Oops sorry! Have fun. ,nonspam
Wat happened to the cruise thing,nonspam
"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",nonspam
lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,spam
The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,nonspam
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam
Yeah just open chat and click friend lists. Then make the list. Easy as pie,nonspam
alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,nonspam
When/where do I pick you up,nonspam
As usual u can call me ard 10 smth.,nonspam
"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",nonspam
For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,nonspam
Poor girl can't go one day lmao,nonspam
Or just do that 6times,nonspam
Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,spam
You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,nonspam
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",nonspam
Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?,nonspam
Its worse if if uses half way then stops. Its better for him to complete it.,nonspam
Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,nonspam
Send me the new number,nonspam
Convey my regards to him,nonspam
Want the latest Video handset? 750 anytime any network mins? Half price line rental? Reply or call 08000930705 for delivery tomorrow,spam
2 and half years i missed your friendship:-),nonspam
I cant pick the phone right now. Pls send a message,nonspam
Oh for fuck's sake she's in like tallahassee,nonspam
"Haha, that was the first person I was gonna ask",nonspam
"ou are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a £500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",spam
Taka lor. Wat time u wan 2 come n look 4 us?,nonspam
* FREE* POLYPHONIC RINGTONE Text SUPER to 87131 to get your FREE POLY TONE of the week now! 16 SN PoBox202 NR31 7ZS subscription 450pw,spam
I;m reaching in another 2 stops.,nonspam
"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?",nonspam
Warner Village 83118 C Colin Farrell in SWAT this wkend @Warner Village & get 1 free med. Popcorn!Just show msg+ticket@kiosk.Valid 4-7/12. C t&c @kiosk. Reply SONY 4 mre film offers,spam
Will you come online today night,nonspam
Then anything special?,nonspam
"I'm in solihull, | do you want anything?",nonspam
Will do. Have a good day,nonspam
WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE,nonspam
Love that holiday Monday feeling even if I have to go to the dentists in an hour,nonspam
I am on the way to tirupur.,nonspam
"Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.",spam
You've already got a flaky parent. It'snot supposed to be the child's job to support the parent...not until they're The Ride age anyway. I'm supposed to be there to support you. And now i've hurt you. unintentional. But hurt nonetheless.,nonspam
We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! ,nonspam
"Just dropped em off, omw back now",nonspam
"This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate",spam
Sitting in mu waiting for everyone to get out of my suite so I can take a shower,nonspam
Re your call; You didn't see my facebook huh?,nonspam
"G says you never answer your texts, confirm/deny",nonspam
"Its so common hearin How r u? Wat r u doing? How was ur day? So let me ask u something different. Did u smile today? If not, do it now.... Gud evng.",nonspam
Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,nonspam
Oh yah... We never cancel leh... Haha ,nonspam
We can go 4 e normal pilates after our intro...  ,nonspam
Ok... Let u noe when i leave my house.,nonspam
"Oh yes, why is it like torture watching england?",nonspam
Wanna do some art?! :D,nonspam
Just hopeing that wasn‘t too pissed up to remember and has gone off to his sisters or something!,nonspam
"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",spam
"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service",spam
"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",nonspam
Match started.india  &lt;#&gt;  for 2,nonspam
Once free call me sir.,nonspam
Hey do you want anything to buy:),nonspam
"Hey babe, how's it going ? Did you ever figure out where your going for New Years ?",nonspam
K..k.:)congratulation ..,nonspam
G wants to know where the fuck you are,nonspam
No it was cancelled yeah baby! Well that sounds important so i understand my darlin give me a ring later on this fone love Kate x,nonspam
Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,nonspam
Ü go home liao? Ask dad to pick me up at 6...,nonspam
Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?,nonspam
"I'm eatin now lor, but goin back to work soon... E mountain deer show huh... I watch b4 liao, very nice...",nonspam
Check mail.i have mailed varma and kept copy to you regarding membership.take care.insha allah.,nonspam
Wrong phone! This phone! I answer this one but assume the other is people i don't well,nonspam
"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",nonspam
I'm already back home so no probably not,nonspam
Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!,spam
"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",spam
I am in bus on the way to calicut,nonspam
Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night,nonspam
hi baby im sat on the bloody bus at the mo and i wont be home until about 7:30 wanna do somethin later? call me later ortxt back jess xx,nonspam
"Welcome to Select, an O2 service with added benefits. You can now call our specially trained advisors FREE from your mobile by dialling 402.",spam
I lost 4 pounds since my doc visit last week woot woot! Now I'm gonna celebrate by stuffing my face!,nonspam
U coming back 4 dinner rite? Dad ask me so i re confirm wif u...,nonspam
Doing my masters. When will you buy a bb cos i have for sale and how's bf,nonspam
"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",nonspam
I'm vivek:)i got call from your number.,nonspam
Why didn't u call on your lunch?,nonspam
"What i mean was i left too early to check, cos i'm working a 9-6.",nonspam
I want  &lt;#&gt;  rs da:)do you have it?,nonspam
"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",nonspam
Yup ok...,nonspam
I want to see your pretty pussy...,nonspam
Dear Voucher holder Have your next meal on us. Use the following link on your pc 2 enjoy a 2 4 1 dining experiencehttp://www.vouch4me.com/etlp/dining.asp,spam
"A few people are at the game, I'm at the mall with iouri and kaila",nonspam
URGENT! We are trying to contact U. Todays draw shows that you have won a £2000 prize GUARANTEED. Call 09058094507 from land line. Claim 3030. Valid 12hrs only,spam
You can donate £2.50 to UNICEF's Asian Tsunami disaster support fund by texting DONATE to 864233. £2.50 will be added to your next bill,spam
Future is not what we planned for tomorrow.....! it is the result of what we do today...! Do the best in present... enjoy the future.,nonspam
I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time,nonspam
We are supposed to meet to discuss abt our trip... Thought xuhui told you? In the afternoon. Thought we can go for lesson after that,nonspam
Hey come online! Use msn... We are all there,nonspam
I'm fine. Hope you are good. Do take care.,nonspam
Oops I was in the shower when u called. Hey a parking garage collapsed at university hospital. See I'm not crazy. Stuff like that DOES happen.,nonspam
Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?,nonspam
Yar... I tot u knew dis would happen long ago already.,nonspam
You are gorgeous! keep those pix cumming :) thank you!,nonspam
"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",nonspam
JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME,nonspam
Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :),nonspam
So what u doing today?,nonspam
I said its okay. Sorry,nonspam
Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,nonspam
Networking job is there.,nonspam
goldviking (29/M) is inviting you to be his friend. Reply YES-762 or NO-762 See him: www.SMS.ac/u/goldviking STOP? Send STOP FRND to 62468,spam
Dont let studying stress you out. L8r.,nonspam
That's y u haf 2 keep me busy...,nonspam
No rushing. I'm not working. I'm in school so if we rush we go hungry.,nonspam
Which channel:-):-):):-).,nonspam
So your telling me I coulda been your real Valentine and I wasn't? U never pick me for NOTHING!!,nonspam
Phony £350 award - Todays Voda numbers ending XXXX are selected to receive a £350 award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,spam
"We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx",nonspam
I'm hungry buy smth home...,nonspam
"HEY KATE, HOPE UR OK... WILL GIVE U A BUZ WEDLUNCH. GO OUTSOMEWHERE 4 ADRINK IN TOWN..CUD GO 2WATERSHD 4 A BIT? PPL FROMWRK WILL BTHERE. LOVE PETEXXX.",nonspam
My drive can only be read. I need to write,nonspam
"Just looked it up and addie goes back Monday, sucks to be her",nonspam
Happy new year. Hope you are having a good semester,nonspam
Esplanade lor. Where else...,nonspam
Can you talk with me..,nonspam
"Hmph. Go head, big baller.",nonspam
Well its not like you actually called someone a punto. That woulda been worse.,nonspam
"Nope. Since ayo travelled, he has forgotten his guy",nonspam
You still around? Looking to pick up later,nonspam
CDs 4u: Congratulations ur awarded £500 of CD gift vouchers or £125 gift guaranteed & Freeentry 2 £100 wkly draw xt MUSIC to 87066 TnCs www.ldew.com1win150ppmx3age16 ,spam
There's someone here that has a year  &lt;#&gt;  toyota camry like mr olayiwola's own. Mileage is  &lt;#&gt; k.its clean but i need to know how much will it sell for. If i can raise the dough for it how soon after landing will it sell. Holla back.,nonspam
Guess which pub im in? Im as happy as a pig in clover or whatever the saying is! ,nonspam
ILL B DOWN SOON,nonspam
Oh k. . I will come tomorrow,nonspam
Go fool dont cheat others ok,nonspam
"My mobile number.pls sms ur mail id.convey regards to achan,amma.Rakhesh.Qatar",nonspam
"By the way, 'rencontre' is to meet again. Mountains dont....",nonspam
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712412 between 10am-7pm Cost 10p,spam
U attend ur driving lesson how many times a wk n which day?,nonspam
"Uncle G, just checking up on you. Do have a rewarding month",nonspam
Hello boytoy ! Geeee ... I'm missing you today. I like to send you a tm and remind you I'm thinking of you ... And you are loved ... *loving kiss*,nonspam
I think the other two still need to get cash but we can def be ready by 9,nonspam
Hey gals...U all wanna meet 4 dinner at nìte? ,nonspam
Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs,spam
Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?,nonspam
Great! How is the office today?,nonspam
"It's cool, we can last a little while. Getting more any time soon?",nonspam
:-( sad puppy noise,nonspam
Yes its possible but dint try. Pls dont tell to any one k,nonspam
Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota,nonspam
Where you. What happen,nonspam
I was gonna ask you lol but i think its at 7,nonspam
Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL,spam
PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04,spam
Go chase after her and run her over while she's crossing the street,nonspam
I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate),spam
Is there coming friday is leave for pongal?do you get any news from your work place.,nonspam
Hey... Very inconvenient for your sis a not huh?,nonspam
Ok i vl..do u know i got adsense approved..,nonspam
"* Was really good to see you the other day dudette, been missing you!",nonspam
I want to go to perumbavoor,nonspam
How many times i told in the stage all use to laugh. You not listen aha.,nonspam
You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt,spam
(You didn't hear it from me),nonspam
Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,nonspam
Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.,nonspam
Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468,spam
She ran off with a younger man. we will make pretty babies together :),nonspam
Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.,spam
O ic lol. Should play 9 doors sometime yo,nonspam
"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...",nonspam
"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",nonspam
Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,nonspam
Hmmm.still we dont have opener?,nonspam
Yeah so basically any time next week you can get away from your mom &amp; get up before 3,nonspam
"Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)",nonspam
I will vote for wherever my heart guides me,nonspam
With my sis lor... We juz watched italian job.,nonspam
"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",nonspam
Lmao you know me so well...,nonspam
Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,spam
Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?,nonspam
Goodnight da thangam I really miss u dear.,nonspam
Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free,nonspam
"Geeeee ... Your internet is really bad today, eh ?",nonspam
Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674,spam
I think i am disturbing her da,nonspam
"Sorry, I'll call you  later. I am in meeting sir.",nonspam
Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?,nonspam
Ok i also wan 2 watch e 9 pm show...,nonspam
I dunno lei... Like dun haf...,nonspam
But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.,nonspam
I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.,nonspam
83039 62735=£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,spam
Talk to g and x about that,nonspam
Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju),nonspam
5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,spam
As in different styles?,nonspam
WIN a £200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 £1.50perweeksub.,spam
Gud ni8 dear..slp well..take care..swt dreams..Muah..,nonspam
I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,nonspam
"This is the 2nd attempt to contract U, you have won this weeks top prize of either £1000 cash or £200 prize. Just call 09066361921",spam
"Well, i'm glad you didn't find it totally disagreeable ... Lol",nonspam
"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.",nonspam
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,spam
Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.,nonspam
"Keep ur problems in ur heart, b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..
ham	Yeah, give me a call if you've got a minute
ham	HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS  FUCKINNICE!SELFISH,DEVIOUSBITCH.ANYWAY,IL CALL U""",nonspam
Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-),nonspam
Aiya we discuss later lar... Pick ü up at 4 is it?,nonspam
Hey happy birthday...,nonspam
Sorry i missed your call. Can you please call back.,nonspam
Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,nonspam
"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",nonspam
I wont do anything de.,nonspam
What type of stuff do you sing?,nonspam
"St andre, virgil's cream",nonspam
No no. I will check all rooms befor activities,nonspam
"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...",nonspam
Gokila is talking with you aha:),nonspam
"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.",nonspam
K.k.this month kotees birthday know?,nonspam
But i'm really really broke oh. No amount is too small even  &lt;#&gt; ,nonspam
Sorry about that this is my mates phone and i didnt write it love Kate,nonspam
"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!",spam
"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.",nonspam
"Aight, call me once you're close",nonspam
Nope thats fine. I might have a nap tho! ,nonspam
This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,spam
In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,nonspam
"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8",nonspam
I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob,nonspam
Ding me on ya break fassyole! Blacko from londn,nonspam
I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA,nonspam
"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",nonspam
Oh you got many responsibilities.,nonspam
You have 1 new message. Please call 08715205273,spam
I've reached sch already...,nonspam
December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906 ,spam
U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,nonspam
Argh why the fuck is nobody in town ;_;,nonspam
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",spam
Thanks. Fills me with complete calm and reassurance! ,nonspam
Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....,nonspam
Are you driving or training?,nonspam
Lol for real. She told my dad I have cancer,nonspam
PRIVATE! Your 2003 Account Statement for 078,spam
"Oops I did have it,  &lt;#&gt; ?",nonspam
NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?,nonspam
"Hi Chikku, send some nice msgs",nonspam
"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary",nonspam
"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...",nonspam
"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola",nonspam
Cuz ibored. And don wanna study,nonspam
Wot about on wed nite I am 3 then but only til 9!,nonspam
"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....",nonspam
Any way where are you and what doing.,nonspam
That sucks. I'll go over so u can do my hair. You'll do it free right?,nonspam
it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt; ,nonspam
"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",nonspam
Sday only joined.so training we started today:),nonspam
Sorry * was at the grocers.,nonspam
There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?,nonspam
"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",spam
Yup... I havent been there before... You want to go for the yoga? I can call up to book ,nonspam
Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.,nonspam
Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,nonspam
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,spam
Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,nonspam
Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate,nonspam
I'm in office now da:)where are you?,nonspam
Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,nonspam
Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.,nonspam
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,spam
K..then come wenever u lik to come and also tel vikky to come by getting free time..:-),nonspam
Pls call me da. What happen.,nonspam
"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)",nonspam
No problem with the renewal. I.ll do it right away but i dont know his details.,nonspam
Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.,nonspam
Haven't left yet so probably gonna be here til dinner,nonspam
"Like  &lt;#&gt; , same question",nonspam
MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,nonspam
"Sir, I need Velusamy sir's date of birth and company bank facilities details.",nonspam
K k:) sms chat with me.,nonspam
I will come with karnan car. Please wait till 6pm will directly goto doctor.,nonspam
No but the bluray player can,nonspam
Ok... Then r we meeting later?,nonspam
Lol no. I just need to cash in my nitros. Hurry come on before I crash out!,nonspam
Just send a text. We'll skype later.,nonspam
Ok leave no need to ask,nonspam
"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",spam
Ü still got lessons?  Ü in sch?,nonspam
Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.,nonspam
Oh did you charge camera,nonspam
"I‘ve got some salt, you can rub it in my open wounds if you like!",nonspam
Now i'm going for lunch.,nonspam
I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.,nonspam
Oh k. . I will come tomorrow,nonspam
"Aight, text me tonight and we'll see what's up",nonspam
U 2.,nonspam
Water logging in desert. Geoenvironmental implications.,nonspam
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,nonspam
Company is very good.environment is terrific and food is really nice:),nonspam
"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u ",nonspam
SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!,spam
"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please ",nonspam
"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*",nonspam
K sure am in my relatives home. Sms me de. Pls:-),nonspam
I sent them. Do you like?,nonspam
"Fuuuuck I need to stop sleepin, sup",nonspam
I'm in town now so i'll jus take mrt down later.,nonspam
I just cooked a rather nice salmon a la you,nonspam
I uploaded mine to Facebook,nonspam
WHAT TIME U WRKIN?,nonspam
Okie,nonspam
ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+,spam
Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP,spam
"Sorry, I'll call later",nonspam
Oh oh... Den muz change plan liao... Go back have to yan jiu again...,nonspam
"It's wylie, you in tampa or sarasota?",nonspam
Ok... Take ur time n enjoy ur dinner...,nonspam
Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.,nonspam
"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic ",spam
I like cheap! But i‘m happy to splash out on the wine if it makes you feel better..,nonspam
She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.,nonspam
Ugh my leg hurts. Musta overdid it on mon.,nonspam
Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk,spam
"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",spam
WOT STUDENT DISCOUNT CAN U GET ON BOOKS?,nonspam
Me fine..absolutly fine,nonspam
How come she can get it? Should b quite diff to guess rite...,nonspam
Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt,spam
I will reach ur home in  &lt;#&gt;  minutes,nonspam
